StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ID,Gender,Task t1,Task t2,Task e1,Task e2,Task Ratings_1,Task Ratings_2,Task Sentiment,block2progress,random
2026-01-28 16:02:11,2026-01-28 16:05:36,0,100,204,1,2026-01-28 16:05:36,R_7Yy1854IhCsac7E,anonymous,EN,018484297,2,64.56,44.20,0,2,5,3,Task 1 It felt like my brain was switching between gears manually. I often almost messed up on Task 1 because I would almost write a number in the letter area and vice versa.,,2
2026-01-28 15:22:50,2026-01-28 16:06:45,0,100,2634,1,2026-01-28 16:06:45,R_7SAHY9XzQ86QXzP,anonymous,EN,017347031,,61.76,27.1,1,0,2,1,I had to focus on putting two unrelated things in order at a time.,,1
2026-01-28 16:04:42,2026-01-28 16:07:23,0,100,160,1,2026-01-28 16:07:23,R_5E3F48fWGo1n3F7,anonymous,EN,017860518,1,64.89,35.65,2,1,5,2,"Task 1 felt more difficult because it required constantly keeping track of your position and avoiding writing more than one unit at a time. The process was not seamless, and it ended up taking about twice as long as Task 2.",,2
2026-01-28 16:04:03,2026-01-28 16:07:40,0,100,216,1,2026-01-28 16:07:40,R_3UVHZ0cI0URHyMj,anonymous,EN,018218694,1,47,26,2,1,3,1,The other task felt harder due to my habits of writing sentences. The way I write sentences made me do more errors and hindered my time by a lot. Also concentrating on writing letters then numbers was more difficult than expected.,,2
2026-01-28 16:06:07,2026-01-28 16:07:47,0,100,100,1,2026-01-28 16:07:47,R_7hyeJJ9eeMaJbA3,anonymous,EN,017821145,1,57,28,1,0,3,1,"Task One felt a bit harder as it had me thinking what letter came next whereas the second task was one go and done. ",,1
2026-01-28 15:44:08,2026-01-28 16:12:45,0,100,1716,1,2026-01-28 16:12:45,R_3KuRez9b74VSbQJ,anonymous,EN,016749135,1,62,33,2,4,3,4,"The second one was harder because I forgot the phrase and I wrote it on the paper too spaced out. If the phrase was written correctly, task two would be easier.",,2
2026-01-28 16:10:25,2026-01-28 16:14:49,0,100,263,1,2026-01-28 16:14:49,R_3k0q0kWzc05aisn,anonymous,EN,017132050,1,58,28,0,1,4,2,"The first task required simultaneous cognitive effort to differentiate between writing the sentence and the sequence of numbers. In essence you get the same product, the sentence ""Multitasking is worse than a lie"", and #1-#27. However it is evidently clear from the data that multitasking takes twice as long as doing both individually.",,2
2026-01-28 15:50:35,2026-01-28 16:15:42,0,100,1506,1,2026-01-28 16:15:43,R_7IWsTyZpFKGyexz,anonymous,EN,016736005,1,66,28,2,0,4,1,"task 1 was obviously more difficult as we had to swap back and forth between writing a number and writting out the phrase, both in the right order ",,1
2026-01-28 15:44:17,2026-01-28 16:16:09,0,100,1911,1,2026-01-28 16:16:10,R_70rPSKvoGhxj1vP,anonymous,EN,017080804,2,68,34,0,0,4,3,"Task 1 felt more difficult because i had to keep switching from letter to number constantly. ",,2
2026-01-28 15:43:55,2026-01-28 16:16:26,0,100,1950,1,2026-01-28 16:16:26,R_1e36GOAFozjmsRR,anonymous,EN,016754959,1,57,30,1,0,4,1,it was hard to break the muscle memory of writing out full sentences in a row without stopping,,1
2026-01-28 15:02:26,2026-01-28 16:17:33,0,100,4507,1,2026-01-28 16:17:34,R_7lKUnBZccbT60zT,anonymous,EN,017381403,2,58.08,29.30,3,2,3,2,"Task 1 required more concentration and effort ",,1
2026-01-28 15:44:19,2026-01-28 16:17:49,0,100,2010,1,2026-01-28 16:17:49,R_17lev9ZIYjGfpjj,anonymous,EN,010856014,1,54.00,27.30,0,0,4,2,it felt like for task 1 i have to switch my brain into different modes every time i go from letter to number.,,2
2026-01-28 15:44:31,2026-01-28 16:18:02,0,100,2010,1,2026-01-28 16:18:02,R_7P6YbEKB4C46fW3,anonymous,EN,018373667,2,60.3,32.10,0,3,3,2,"I think task 1 required more concentration on the task however I think i was able to focus more ironically instead of co-piloting the task. ",,2
2026-01-28 15:44:40,2026-01-28 16:18:48,0,100,2047,1,2026-01-28 16:18:49,R_3bEg1Lh9cqmo2M9,anonymous,EN,018147402,1,80,46,2,1,4,1,First task I had to look for the word so it was 3 task almost,,1
2026-01-28 15:23:13,2026-01-28 16:19:31,0,100,3378,1,2026-01-28 16:19:31,R_3Qikhuoo9MB2qVz,anonymous,EN,018457790,1,70,38,0,0,2,1,"For task 1 I forgot how to spell some words so I looked at the screen at least 4 times. ",,1
2026-01-28 16:17:45,2026-01-28 16:19:34,0,100,109,1,2026-01-28 16:19:35,R_7C7thX8zqgFC9HR,anonymous,EN,018210621,2,55,30,0,0,4,1,Task 1 was significantly more difficult.  It required intense concentration while the other one needed very little concentration,,1
2026-01-28 16:17:38,2026-01-28 16:24:47,0,100,428,1,2026-01-28 16:24:47,R_3CWSDs03hwZ2G5P,anonymous,EN,017233723,1,75,42,4,0,4,2,"Task 1 was more difficult in my opinino, because I had to write a letter and a number consecutively. Alos, is was more confusing than just spelling everything out and writing the numbers after. ",,1
2026-01-28 16:18:15,2026-01-28 16:25:27,0,100,432,1,2026-01-28 16:25:28,R_3y30aJRFV7bRPej,anonymous,EN,014840072,1,71,41,1,0,4,1,task 1 seemed at a higher difficulty because as I wrote the letters individually then switching to recording a number and back to letter it is the opposite as I have traditionally trained my brain. Mainly just because the fact as I am used to writing a whole sentence in one go and Task 1 differs from that.,,1
2026-01-28 16:25:59,2026-01-28 16:28:08,0,100,128,1,2026-01-28 16:28:08,R_3pYvC1ZirZgBlMu,anonymous,EN,028053113,1,60.86,26.78,1,0,4,1,Task one was more difficult because we had to switch between two different tasks which interrupted my flow,,2
2026-01-28 16:27:58,2026-01-28 16:29:12,0,100,73,1,2026-01-28 16:29:12,R_7t4llHcE7KjgJdS,anonymous,EN,017409587,1,74,29,4,0,3,1,The first task was harder because you had to switch between writing a letter then a number.,,2
2026-01-28 16:26:38,2026-01-28 16:30:04,0,100,206,1,2026-01-28 16:30:05,R_7U4PGxsin9aDxfe,anonymous,EN,017408235,1,60,23,0,0,3,1,Task 1 seemed harder because it made me go back and forwards to write down seperate numbers and letters.,,1
2026-01-28 16:28:06,2026-01-28 16:33:32,0,100,325,1,2026-01-28 16:33:32,R_3SBn3Auetlo825S,anonymous,EN,017971707,2,49.90,28.80,0,2,3,4,"The second task felt more difficult because after completing the first task, I just had the clock to race which led me to be less attentive.",,1
2026-01-28 15:44:56,2026-01-28 16:37:15,0,100,3139,1,2026-01-28 16:37:16,R_7CgrveqPkpOzcZU,anonymous,EN,012148734,2,45,28,0,0,2,1,Task 1 required going back and forth between writing the sentence and the numbers while task 2 completed the letters and the numbers each at once which did not require back and forth or tabbing where I left off.,,1
2026-01-28 16:36:02,2026-01-28 16:37:47,0,100,105,1,2026-01-28 16:37:48,R_6BVcfkQnBpiqNwt,anonymous,EN,014923818,1,74,35,1,0,3,1,Task 1 was more difficult because you were going back and forward the letter and number row,,1
2026-01-28 16:35:29,2026-01-28 16:38:26,0,100,176,1,2026-01-28 16:38:26,R_3GE6BumpdAKwvAZ,anonymous,EN,017566510,1,52,35,1,0,3,2,"Task 1 felt more difficult because switching between letters and numbers while remembering the phrase added mental stack. While task 2 was less difficult because the letters and numbers were grouped together and so there was less mental stack. ",,1
2026-01-27 22:24:22,2026-01-27 22:24:35,0,25,12,0,2026-02-03 22:24:35,R_3pY83uTvcb2W0gd,anonymous,EN,017634123,1,,,,,,,,,
2026-02-04 15:28:11,2026-02-04 15:29:52,0,100,100,1,2026-02-04 15:29:52,R_1uEbHiXN2kQLAoo,anonymous,EN,017634123,1,54.07,40.10,0,0,2,1,Task one felt more difficult than the other task because it involved alternating between writing letters and numbers whereas task 2 only involved writing letters and numbers in a long sequence.,,2
2026-02-04 15:55:50,2026-02-04 15:58:15,0,100,145,1,2026-02-04 15:58:16,R_1ikgjsyRe3bZRs6,anonymous,EN,018388786,1,102.60,48.34,2,0,3,1,"task 1 was more difficult because you were swapping between numbers, letters and the rows for each but task 2 was all the letters THEN all the numbers",,2
